,disease,hist_lncRNA,pre_hist_lncRNA,value,len_hist_disease,len_pre_hist_lncRNA
218,Idiopathic pulmonary fibrosis,"['LINC01783', 'PINK1-AS', 'LINC00339', 'SNHG12', 'MATN1-AS1', 'KDM4A-AS1', 'FOXD2-AS1', 'GAS5', 'MIR181A1HG', 'DISP1', 'LINC01703', 'PRKCQ-AS1', 'WAC-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'OLMALINC', 'H19', 'LINC00958', 'SNHG1', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'KLRK1-AS1', 'RASSF8-AS1', 'HOTAIR', 'LINC01089', 'LINC00944', 'MIR17HG', 'LINC00641', 'G2E3-AS1', 'LINC00638', 'RAD51-AS1', 'OIP5-AS1', 'ASB16-AS1', 'FMNL1-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00511', 'SNHG16', 'SNHG20', 'DLGAP1-AS1', 'LINC00662', 'LINC00665', 'CARD8-AS1', 'ATP6V1B1-AS1', 'HAGLR', 'KANSL1L-AS1', 'CATIP-AS1', 'ZNF337-AS1', 'LINC01679', 'LINC00313', 'DUXAP8', 'MIAT', 'THUMPD3-AS1', 'FGD5-AS1', 'LINC00882', 'USP38-DT', 'TENM3-AS1', 'LIFR-AS1', 'CKMT2-AS1', 'TMEM161B-DT', 'LINC01184', 'HCG18', 'HCP5', 'SNHG5', 'HOXA-AS3', 'HOXA10-AS', 'HOXA11-AS', 'GARS1-DT', 'LINC00174', 'MAGI2-AS3', 'SLC26A4-AS1', 'LINC-PINT', 'MIR124-1HG', 'SNHG6', 'LINC01111', 'LINC02878', 'CDKN2B-AS1', 'EBLN3P', 'FAM201A', 'MIR600HG', 'LINC00963', 'XIST', 'LINC00894', 'ZNF232-AS1', 'SNHG29', 'LINC01270']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'DLG1-AS1', 'LEMD1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'ALDH1A3-AS1', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'MIR600HG', 'RAB30-DT', 'LINC01070', 'ZNF503-AS2', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'H1-10-AS1', 'LINC01679', 'LINC02466', 'LINC00649', 'NIFK-AS1', 'TOB1-AS1', 'GIHCG', 'LINC00485', 'LINC02086', 'EDRF1-DT', 'ZRANB2-AS2', 'ZNF213-AS1', 'HCG17']",11,86,50
219,Infantile hemangioma,"['LINC00339', 'PRKCQ-AS1', 'NUTM2A-AS1', 'H19', 'HOTAIR', 'LINC01089', 'MIR17HG', 'ATP6V1B1-AS1', 'HAGLR', 'KANSL1L-AS1', 'FGD5-AS1', 'CKMT2-AS1', 'TMEM161B-DT', 'HOXA11-AS', 'SLC26A4-AS1', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'LINC-PINT', 'PRR7-AS1', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'LINC00960', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",2,16,50
220,Infection,"['LINC01128', 'DHCR24-DT', 'SNHG14', 'OIP5-AS1', 'ASB16-AS1', 'LINC01915', 'PCBP1-AS1', 'PURPL', 'NR2F1-AS1', 'MIR3936HG', 'SNHG5', 'GARS1-DT', 'CDKN2B-AS1', 'DAPK1-IT1', 'LINC00963', 'SNHG7', 'XIST', 'LINC01270']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01070', 'MIR600HG', 'ZNF503-AS2', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'NIFK-AS1', 'GIHCG', 'LINC00485', 'TOB1-AS1', 'ZRANB2-AS2', 'LINC02086', 'EDRF1-DT', 'CCDC18-AS1', 'HCG17']",2,18,50
221,Inflammation,"['LINC01772', 'LINC02802', 'LEMD1-AS1', 'NUTM2A-AS1', 'H19', 'SNHG1', 'NEAT1', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'MIR17HG', 'LINC00641', 'PRMT5-DT', 'PRKCH-AS1', 'SNHG14', 'OIP5-AS1', 'FMNL1-DT', 'LINC00482', 'ZNF407-AS1', 'CARD8-AS1', 'CYTOR', 'MIR4435-2HG', 'NIFK-AS1', 'TTN-AS1', 'LINC02891', 'NUP50-DT', 'LIMD1-AS1', 'LINC02085', 'CTBP1-DT', 'LINC01184', 'HCG18', 'LINC00242', 'FAM201A', 'SNHG7', 'XIST', 'JPX', 'LINC00894', 'ZNF232-AS1', 'COX10-AS1']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'MIR600HG', 'LINC01070', 'ZNF503-AS2', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'SNHG5', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'NIFK-AS1', 'GIHCG', 'LINC00485', 'TOB1-AS1', 'ZRANB2-AS2', 'LINC02086', 'EDRF1-DT', 'ZNF213-AS1', 'HCG17']",8,39,50
222,Inflammatory bowel disease,"['CCDC18-AS1', 'GAS5', 'NEAT1', 'USP2-AS1', 'INTS6-AS1', 'MIR17HG', 'OIP5-AS1', 'SNHG16', 'TMEM147-AS1', 'ZNF793-AS1', 'IGFL2-AS1', 'SOS1-IT1', 'PCBP1-AS1', 'FGD5-AS1', 'SNHG5', 'HOXA11-AS', 'MAGI2-AS3', 'XIST', 'COX10-AS1', 'SNHG29']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",2,20,50
223,Inflammatory breast neoplasms,"['SNHG12', 'NEAT1', 'INTS6-AS1', 'SNHG14', 'IGFL2-AS1', 'LRRTM4-AS1', 'LINC01806', 'THUMPD3-AS1', 'PSMD6-AS1', 'GARS1-DT', 'CDKN2B-AS1', 'SNHG7', 'XIST']","['AGBL4-IT1', 'TMPO-AS1', 'LINC00630', 'MUC20-OT1', 'KRTAP5-AS1', 'LINC02397', 'UBL7-DT', 'LINC01783', 'ESAM-AS1', 'SNHG12', 'CHROMR', 'CEROX1', 'MELTF-AS1', 'LINC02820', 'RASA3-IT1', 'LINC00242', 'DISP1', 'SNHG20', 'MIR3936HG', 'THUMPD3-AS1', 'OXR1', 'GNAS-AS1', 'SORL1-AS1', 'ATP6V1B1-AS1', 'PRR7-AS1', 'PCF11-AS1', 'PRMT5-DT', 'SNHG6', 'LINC-PINT', 'KTN1-AS1', 'MAP4K3-DT', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'MEG8', 'LINC00511', 'TTC28-AS1', 'LINC01915', 'SNHG15', 'RNF139-DT', 'TSPOAP1-AS1', 'LINC00525', 'SCARNA9', 'FGD5-AS1', 'PSMA3-AS1', 'SNHG29', 'LINC00960', 'ZNF790-AS1', 'LINC02891', 'HAGLR']",2,13,50
224,Insulinoma,"['NEAT1', 'DHRS4-AS1', 'CAPN10-DT', 'MCM3AP-AS1', 'CKMT2-AS1', 'EBLN3P', 'XIST']","['LINC00630', 'MUC20-OT1', 'RASA3-IT1', 'AGBL4-IT1', 'CEROX1', 'TMPO-AS1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'LINC01915', 'PRMT5-DT', 'LINC00882', 'MAP4K3-DT', 'LINC01703', 'LINC-PINT', 'LINC00511', 'SNHG29', 'PRR7-AS1', 'TTC28-AS1', 'TSPOAP1-AS1', 'FGD5-AS1', 'SNHG15', 'LINC00960', 'PSMA3-AS1', 'LINC00661', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'ZNF790-AS1']",0,7,50
225,Intermediate coronary syndrome,"['LINC01128', 'LINC01772', 'LINC00339', 'WARS2-AS1', 'LINC02802', 'LEMD1-AS1', 'PRKCQ-AS1', 'H19', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'MIR17HG', 'OIP5-AS1', 'SNHG20', 'ZNF407-AS1', 'CYTOR', 'LINC00342', 'HAGLR', 'TTN-AS1', 'KANSL1L-AS1', 'LINC00313', 'MCM3AP-AS1', 'LINC02891', 'NUP50-DT', 'FGD5-AS1', 'LINC02085', 'TM4SF19-AS1', 'CTBP1-DT', 'LINC01096', 'PURPL', 'HCG18', 'HOXA10-AS', 'SLC26A4-AS1', 'MCPH1-DT', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'PRMT5-DT', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'LINC00960', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",3,35,50
226,Intrahepatic cholangiocarcinoma,"['LINC01783', 'LINC00339', 'SNHG12', 'ERI3-IT1', 'RASAL2-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'LINC00958', 'SNHG1', 'NEAT1', 'SCARNA9', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'LINC00944', 'DHRS4-AS1', 'G2E3-AS1', 'VASH1-AS1', 'MEG8', 'OIP5-AS1', 'IQCH-AS1', 'ALDH1A3-AS1', 'FMNL1-DT', 'LINC00511', 'SNHG16', 'RBFADN', 'LINC00662', 'MZF1-AS1', 'TEX41', 'CERS6-AS1', 'TTN-AS1', 'CATIP-AS1', 'CAPN10-DT', 'ZNF337-AS1', 'SNHG17', 'LINC00649', 'LINC00313', 'TRPM2-AS', 'MCM3AP-AS1', 'THAP7-AS1', 'TTC28-AS1', 'FGD5-AS1', 'LINC00882', 'DLG1-AS1', 'CTBP1-DT', 'UBA6-DT', 'TENM3-AS1', 'CKMT2-AS1', 'LINC01184', 'HCG17', 'HCG18', 'HCP5', 'TRAF3IP2-AS1', 'LINC00242', 'HOXA11-AS', 'GARS1-DT', 'KMT2E', 'RNF139-DT', 'PVT1', 'EBLN3P', 'MIR600HG', 'XIST', 'LINC00894', 'LINC02195', 'FENDRR', 'MIR497HG', 'SNHG29', 'ERVK13-1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'RASA3-IT1', 'TMPO-AS1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'SORL1-AS1', 'MELTF-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'MEG8', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'LINC01703', 'TSPOAP1-AS1', 'FGD5-AS1', 'SNHG15', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",12,70,50
227,Intrahepatic cholestasis,"['LINC00339', 'NUTM2B-AS1', 'NUTM2A-AS1', 'H19', 'HOTAIR', 'LINC01089', 'DHRS4-AS1', 'OIP5-AS1', 'ZNF407-AS1', 'A1BG-AS1', 'UBA6-DT', 'HCG18', 'HOTAIRM1', 'HOXA11-AS', 'LINC00174', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'CHROMR', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC01703', 'LINC00960', 'PSMA3-AS1', 'RNF139-DT', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",0,16,50
228,Invasive squamous cell carcinomas,"['LINC01783', 'SNHG12', 'LINC00944', 'FMNL1-DT', 'LINC00662', 'CATIP-AS1', 'LINC00313', 'TENM3-AS1', 'MIR600HG', 'SNHG29']","['LINC00630', 'MUC20-OT1', 'RASA3-IT1', 'AGBL4-IT1', 'CEROX1', 'TMPO-AS1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'KTN1-AS1', 'SNHG6', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'LINC01915', 'PRMT5-DT', 'LINC00882', 'LINC01703', 'MAP4K3-DT', 'LINC00511', 'LINC-PINT', 'SNHG29', 'TTC28-AS1', 'PRR7-AS1', 'TSPOAP1-AS1', 'FGD5-AS1', 'LINC00960', 'SNHG15', 'LINC00661', 'PSMA3-AS1', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'ZNF790-AS1']",3,10,50
229,Ischemia/reperfusion injury,"['AGBL4-IT1', 'GAS5', 'KLRK1-AS1', 'SNHG14', 'NAPA-AS1', 'MIR4435-2HG', 'SNHG17', 'NR2F1-AS1', 'LINC01004', 'EXTL3-AS1', 'XIST', 'CRNDE']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,12,50
230,Ischemic heart disease,['SNHG15'],"['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'LINC01703', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,1,50
231,Japanese encephalitis,"['ZNF503-AS2', 'DHRS4-AS1', 'LINC00665', 'NUP50-DT', 'FGD5-AS1', 'JPX']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'LINC00960', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",1,6,50
232,Juvenile rheumatoid arthritis,"['LINC01772', 'LINC00339', 'SNHG12', 'ERI3-IT1', 'LINC02802', 'RASAL2-AS1', 'LEMD1-AS1', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'SNHG1', 'NEAT1', 'USP2-AS1', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'MIR17HG', 'G2E3-AS1', 'MEG8', 'OIP5-AS1', 'IQCH-AS1', 'ALDH1A3-AS1', 'LINC00511', 'SNHG16', 'ZNF407-AS1', 'LINC00662', 'MZF1-AS1', 'CYTOR', 'TEX41', 'CERS6-AS1', 'TTN-AS1', 'LINC00649', 'TRPM2-AS', 'MCM3AP-AS1', 'LINC02891', 'NUP50-DT', 'FGD5-AS1', 'LINC02085', 'DLG1-AS1', 'CTBP1-DT', 'UBA6-DT', 'TENM3-AS1', 'TICAM2-AS1', 'LINC01184', 'HCG17', 'HCG18', 'SNHG5', 'TRAF3IP2-AS1', 'GARS1-DT', 'OXR1', 'RNF139-DT', 'PVT1', 'SNHG7', 'XIST', 'LINC00894', 'FENDRR', 'MIR497HG', 'COX10-AS1', 'ERVK13-1']","['AGBL4-IT1', 'TMPO-AS1', 'KRTAP5-AS1', 'CHROMR', 'LINC01783', 'MUC20-OT1', 'LINC02397', 'UBL7-DT', 'LINC00630', 'ESAM-AS1', 'LINC02820', 'SNHG12', 'LINC00242', 'MELTF-AS1', 'SNHG20', 'OXR1', 'CEROX1', 'THUMPD3-AS1', 'MIR3936HG', 'GNAS-AS1', 'PRR7-AS1', 'DISP1', 'RASA3-IT1', 'LINC-PINT', 'ATP6V1B1-AS1', 'PRMT5-DT', 'PCF11-AS1', 'SORL1-AS1', 'SNHG6', 'MAP4K3-DT', 'KTN1-AS1', 'LINC00882', 'LINC01689', 'LINC00511', 'HOXA10-AS', 'TTC28-AS1', 'MEG8', 'SNHG15', 'RNF139-DT', 'LINC01915', 'LINC00525', 'TSPOAP1-AS1', 'SCARNA9', 'PSMA3-AS1', 'FGD5-AS1', 'MIR4435-2HG', 'LINC00960', 'LINC02891', 'SNHG29', 'ZNF790-AS1']",8,59,50
233,Kaposi sarcoma,"['NEAT1', 'SNHG16', 'TICAM2-AS1', 'HCG18', 'OXR1', 'SNHG7', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'KRTAP5-AS1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'DISP1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'PCF11-AS1', 'MEG8', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'RNF139-DT', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",1,7,50
234,Kawasaki disease,"['LINC01772', 'LINC02802', 'LEMD1-AS1', 'SNHG1', 'NINJ2-AS1', 'C1RL-AS1', 'RASSF8-AS1', 'MIR17HG', 'OIP5-AS1', 'SNHG16', 'ZNF407-AS1', 'CARD8-AS1', 'CYTOR', 'TTN-AS1', 'LINC02891', 'NUP50-DT', 'LINC02085', 'CTBP1-DT', 'USP38-DT', 'LINC01184', 'HCG18', 'GARS1-DT', 'LINC00174', 'MAGI2-AS3', 'FAM201A', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",0,26,50
235,Keloid,"['SNHG12', 'NEAT1', 'INTS6-AS1', 'SNHG14', 'IGFL2-AS1', 'LRRTM4-AS1', 'LINC01806', 'THUMPD3-AS1', 'PSMD6-AS1', 'GARS1-DT', 'CDKN2B-AS1', 'SNHG7', 'XIST']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'PRMT5-DT', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'SNHG15', 'TSPOAP1-AS1', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",2,13,50
