lncRNA,disease
EDRF1-DT,Amyotrophic lateral sclerosis
EDRF1-DT,Carcinoma lung non-small-cell
EDRF1-DT,Non-small cell lung adenocarcinoma
EDRF1-DT,Non-small cell lung cancer
EDRF1-DT,Hepatocellular carcinoma
EDRF1-DT,Chronic myeloid leukemia
EDRF1-DT,Myeloid leukemia
EDRF1-DT,Multiple myeloma
EDRF1-DT,Myeloma
EDRF1-DT,Gastric cancer
EDRF1-DT,Alzheimer disease
EDRF1-DT,Encephalitis japanese
EDRF1-DT,Colorectal cancer
EDRF1-DT,Cardiac hypertrophy
EDRF1-DT,Cardiomegaly
EDRF1-DT,Mantle cell lymphoma
EDRF1-DT,Oral squamous cell carcinoma
EDRF1-DT,Prostate cancer
EDRF1-DT,Stomach cancer
EDRF1-DT,Malaria
EDRF1-DT,Down syndrome
EDRF1-DT,Cancer
EDRF1-DT,Glioblastoma
EDRF1-DT,Astrocytoma
EDRF1-DT,Carcinoma lung non small cell
EDRF1-DT,Heart failure
EDRF1-DT,Juvenile rheumatoid arthritis
EDRF1-DT,Osteoarthritis
EDRF1-DT,Ulcerative colitis
EDRF1-DT,Stroke lacunar
EDRF1-DT,Pheochromocytoma
EDRF1-DT,Paraganglioma
EDRF1-DT,Hirschsprung disease
EDRF1-DT,Bladder cancer
EDRF1-DT,Urinary bladder cancer
EDRF1-DT,Thyroid cancer
EDRF1-DT,Osteosarcoma
EDRF1-DT,Adrenocortical cancer
EDRF1-DT,Adrenocortical carcinoma
EDRF1-DT,Renal cell carcinoma
EDRF1-DT,Schizophrenia
EDRF1-DT,Triple negative breast cancer
EDRF1-DT,Thyroid carcinoma anaplastic
EDRF1-DT,Uterine fibroid
EDRF1-DT,Liver cancer
EDRF1-DT,Bladder urothelial carcinoma
EDRF1-DT,Glomerular disease
EDRF1-DT,Glomerulosclerosis
EDRF1-DT,Medulloblastoma
EDRF1-DT,Hypertension
EDRF1-DT,Cardiovascular disease
EDRF1-DT,Stroke
EDRF1-DT,Cerebellar disease
EDRF1-DT,Aortic valve disease
EDRF1-DT,Diabetic nephropathies
EDRF1-DT,Sclerosis
EDRF1-DT,Cerebellar neurodegeneration
EDRF1-DT,Anaplastic thyroid carcinoma
EDRF1-DT,Colon cancer
EDRF1-DT,Intrahepatic cholangiocarcinoma
EDRF1-DT,Esophageal squamous cell carcinoma
EDRF1-DT,Uterine cervical neoplasms
MIR202HG,Medulloblastoma
MIR202HG,Prostate cancer
MIR202HG,Alzheimer disease
MIR202HG,Parkinson disease
MIR202HG,Glioblastoma
MIR202HG,Neuroblastoma
MIR202HG,Mptp poisoning
LINC01001,Alzheimer disease
LMNTD2-AS1,Multiple sclerosis chronic progressive
LMNTD2-AS1,Glomerulosclerosis
LMNTD2-AS1,Alzheimer disease
LMNTD2-AS1,Melanoma
LMNTD2-AS1,Myeloproliferative neoplasm
LMNTD2-AS1,Multiple sclerosis relapsing-remitting
LMNTD2-AS1,Relapsing-remitting multiple sclerosis
LMNTD2-AS1,Ovarian cancer
LMNTD2-AS1,Glioma
LMNTD2-AS1,Malignant glioma
LMNTD2-AS1,Renal cell carcinoma
LMNTD2-AS1,Hepatocellular carcinoma
LMNTD2-AS1,Medulloblastoma
LMNTD2-AS1,Lymphoma
LMNTD2-AS1,Neuroblastoma with 1p36 deletion
LMNTD2-AS1,Prostate cancer
LMNTD2-AS1,Gastric cancer
LMNTD2-AS1,Stomach cancer
LMNTD2-AS1,Uterine fibroid
LMNTD2-AS1,Tuberous sclerosis
LMNTD2-AS1,Breast cancer
LMNTD2-AS1,Breast neoplasms
LMNTD2-AS1,Pancreatic cancer
LMNTD2-AS1,Colon cancer
LMNTD2-AS1,Glioblastoma
LMNTD2-AS1,Glioblastoma multiforme
LMNTD2-AS1,Chronic obstructive pulmonary disease
LMNTD2-AS1,Bipolar disorder
LMNTD2-AS1,Osteosarcoma
LMNTD2-AS1,Ewing sarcoma
LMNTD2-AS1,Pulmonary fibrosis
LMNTD2-AS1,Carcinoma lung non-small-cell
LMNTD2-AS1,Non-small cell lung cancer
LMNTD2-AS1,Kidney renal clear cell carcinoma
LMNTD2-AS1,Uveal melanoma
LMNTD2-AS1,HBV+ hepatocellular carcinoma
LMNTD2-AS1,Retinoblastoma
LMNTD2-AS1,Neuroblastoma
LMNTD2-AS1,Acute myelocytic leukemia
LMNTD2-AS1,Acute myeloid leukemia
LMNTD2-AS1,Nasopharynx carcinoma
LMNTD2-AS1,Parkinson disease
LMNTD2-AS1,Ovarian neoplasms
LMNTD2-AS1,Laryngeal carcinoma
LMNTD2-AS1,Pancreatic ductal adenocarcinoma
LMNTD2-AS1,Colorectal cancer
LMNTD2-AS1,Prostate neoplasms
LMNTD2-AS1,Gastric neoplasms
LMNTD2-AS1,Lung cancer
LMNTD2-AS1,Lung neoplasms
LMNTD2-AS1,Neoplasms
LMNTD2-AS1,Hepatitis C
LMNTD2-AS1,Hepatitis c virus infection
LMNTD2-AS1,Colon neoplasms
LMNTD2-AS1,Liver cancer
LMNTD2-AS1,Adenocarcinoma gastric
LMNTD2-AS1,Gastric adenocarcinoma
LMNTD2-AS1,Adenocarcinoma lung
LMNTD2-AS1,Adrenocortical carcinoma
LMNTD2-AS1,Carcinoma adrenocortical
LMNTD2-AS1,Salivary gland cancer
LMNTD2-AS1,Salivary gland neoplasms
LMNTD2-AS1,Urinary bladder cancer
LMNTD2-AS1,Urinary bladder neoplasms
LMNTD2-AS1,Primary pulmonary hypertension
LMNTD2-AS1,Cancer
LMNTD2-AS1,Prostatic neoplasms
KRTAP5-AS1,Gastric cancer
KRTAP5-AS1,Gastric neoplasms
KRTAP5-AS1,Stomach cancer
KRTAP5-AS1,Hypertension
KRTAP5-AS1,Heart disease
KRTAP5-AS1,Ataxia telangiectasia
KRTAP5-AS1,Squamous cell carcinoma
KRTAP5-AS1,Pulmonary tuberculosis
KRTAP5-AS1,Tuberculosis pulmonary
KRTAP5-AS1,Gastrointestinal neoplasms
KRTAP5-AS1,Squamous cell carcinoma skin or unspecific
KRTAP5-AS1,Osteosarcoma
KRTAP5-AS1,Gastric carcinoma
KRTAP5-AS1,Stomach carcinoma
KRTAP5-AS1,Carcinoma hepatocellular
KRTAP5-AS1,Hepatocellular carcinoma
KRTAP5-AS1,Neuroblastoma
H19,Anencephaly
H19,Neurofibromatosis 1
H19,Alzheimer disease
H19,Pancreatic cancer
H19,Cerebellar disease
H19,Amyotrophic lateral sclerosis
H19,Carcinoma lung non-small-cell
H19,Non-small cell lung cancer
H19,Esophageal cancer
H19,Hepatocellular carcinoma
H19,Hepatoma
H19,Cardiomegaly
H19,Melanoma
H19,Hepatitis B
H19,Epithelial ovarian cancer
H19,Astrocytoma
H19,Aortic valve disease
H19,T-cell leukemia
H19,Neuroblastoma
H19,Medulloblastoma
H19,Acute promyelocytic leukemia
H19,Prostate cancer
H19,Chronic lymphocytic leukemia
H19,Gastric cancer
H19,Stomach cancer
H19,Breast cancer
H19,Breast neoplasms
H19,Colon cancer
H19,Colonic neoplasms
H19,Glioblastoma
H19,Renal cell carcinoma
H19,Esophageal adenocarcinoma
H19,Colorectal cancer
H19,Multiple myeloma
H19,Prostatic neoplasms
H19,Colorectal carcinoma
H19,Prostate neoplasms
H19,Gastric neoplasms
H19,Urinary bladder cancer
H19,Urinary bladder neoplasms
H19,Head and neck neoplasms
H19,Lung cancer
H19,Lung neoplasms
H19,Cancer
H19,Neoplasms
H19,Squamous cell carcinoma
H19,Pituitary neoplasms
H19,Pancreatic neoplasms
H19,Hepatitis c virus infection
H19,Ovarian cancer
H19,Ovarian neoplasms
H19,Acute kidney injury
H19,Glioma
H19,Malignant glioma
H19,Gastrointestinal neoplasms
H19,Gastrointestinal system cancer
H19,Osteosarcoma
H19,Pancreatic ductal adenocarcinoma
H19,Renal clear cell carcinoma
H19,Schizophrenia
H19,Myocardial infarction
H19,Carcinoma hepatocellular
H19,Diabetes mellitus type 2
H19,Type 2 diabetes mellitus
H19,Esophageal squamous cell carcinoma
H19,Multiple sclerosis chronic progressive
H19,Spinocerebellar ataxia type 1
H19,Myeloid neoplasm
H19,Prostate carcinoma
H19,Multiple sclerosis relapsing-remitting
H19,Relapsing-remitting multiple sclerosis
H19,Infantile hemangioma
H19,Non-small cell lung adenocarcinoma
H19,Cervical cancer
H19,Nasopharyngeal carcinoma
H19,Diabetes mellitus
H19,Idiopathic pulmonary fibrosis
H19,Bladder cancer
H19,Pituitary adenoma
H19,Diabetic nephropathies
H19,Tongue squamous cell carcinoma
H19,Oral squamous cell carcinoma
H19,Anaplastic thyroid carcinoma
H19,Fragile x syndrome
H19,Gallbladder cancer
H19,Renal carcinoma
H19,Cholangiocarcinoma
H19,Gallbladder carcinoma
H19,Head and neck squamous cell carcinoma
H19,Heart failure
H19,Retinoblastoma
H19,Osteoarthritis
H19,Myocardial ischemia
H19,Primary pulmonary hypertension
H19,Multiple sclerosis
H19,Liver cancer
H19,Hypopharyngeal carcinoma
H19,Hypopharyngeal squamous cell carcinoma
H19,Castration-resistant prostate cancer
H19,Chorea
H19,Intrahepatic cholestasis
H19,Acute myocarditis
H19,Bladder urothelial carcinoma
H19,Skin cancer
H19,Kidney renal clear cell carcinoma
H19,Early hepatocellular carcinoma
H19,Laryngeal squamous cell carcinoma
H19,Gastrointestinal stromal tumor
H19,Malignant melanoma
H19,Liver neoplasms
H19,Lung carcinoma
H19,HBV+ hepatocellular carcinoma
H19,Rheumatoid arthritis
H19,Polycystic kidney diseases
H19,Thyroid carcinoma anaplastic
H19,Primary biliary cirrhosis
H19,Carotid stenosis
H19,Coronary artery disease
H19,Clear cell renal cell carcinoma
H19,Kidney diseases
H19,Pulmonary hypertension
H19,Lymphosarcoma
H19,Triple negative breast cancer
H19,Colorectal neoplasms
H19,Inflammation
H19,Chronic kidney disease
H19,Autosomal dominant polycystic kidney disease
H19,Nasopharynx carcinoma
H19,Her2-receptor positive breast cancer
H19,Autoimmune lymphoproliferative syndrome type 4
H19,Endometrial carcinoma
H19,Cardiac hypertrophy
H19,Adrenoleukodystrophy
H19,Vitiligo
H19,Acute leukemia
H19,Huntington disease
H19,Congenital heart disease
H19,Pancreatic endocrine carcinoma
H19,Endometriosis
H19,Scleroderma
H19,Hypoxia
H19,Lymphoblastic lymphoma
H19,Thyroid adenomas
H19,Notch-induced t-cell acute lymphoblastic leukemia
H19,T-cell acute lymphoblastic leukemia
H19,Cowden disease
H19,Acute myelogenous leukemia
H19,Acute myeloid leukemia
H19,Chronic pain
H19,Malignant lymphoma
H19,Encephalitis japanese
H19,Myasthenia gravis autoimmune experimental
H19,B-cell lymphoma
H19,B-cell non-hodgkin lymphoma
H19,Crohn disease
H19,Intermediate coronary syndrome
H19,Uterine cervical neoplasms
H19,Stroke lacunar
H19,Colon carcinoma
H19,Chronic myeloid leukemia
H19,Myasthenia gravis
H19,Liver hepatocellular carcinoma
H19,Disease of metabolism
H19,Spinocerebellar ataxia type 17
H19,B-cell chronic lymphocytic leukemia
H19,Duchenne muscular dystrophy
H19,Muscular dystrophy duchenne
H19,Nervous system cancer
H19,Lung squamous cell carcinoma
H19,Systemic scleroderma
H19,HIV
H19,Ankylosing spondylitis
H19,Burkitt lymphoma
H19,Tendon injuries
H19,Sarcopenia
H19,Myotonic dystrophy
H19,Uterine fibroid
H19,Kit-driven acute myeloid leukemia
H19,Frontotemporal dementia
H19,Type 2 diabetes
H19,Acute myelogeneous leukemia
H19,Rhabdomyosarcoma
H19,Vogt-koyanagi-harada disease
H19,Nerve degeneration
H19,Polycystic ovary syndrome
H19,Leiomyoma
H19,Endometrial cancer
H19,Syndrome
H19,Prolactinoma
H19,Trophoblasts
H19,Vesicular stomatitis
SBF2-AS1,Multiple sclerosis chronic progressive
SBF2-AS1,Gastric cancer
SBF2-AS1,Alzheimer disease
SBF2-AS1,Urinary bladder cancer
SBF2-AS1,Primary pulmonary hypertension
SBF2-AS1,Breast cancer
SBF2-AS1,Squamous cell carcinoma
SBF2-AS1,Melanoma
SBF2-AS1,Multiple sclerosis
SBF2-AS1,Multiple sclerosis relapsing-remitting
SBF2-AS1,Relapsing-remitting multiple sclerosis
SBF2-AS1,Ovarian cancer
SBF2-AS1,Glioma
SBF2-AS1,Malignant glioma
SBF2-AS1,Liver cancer
SBF2-AS1,Retinoblastoma
SBF2-AS1,Cardiomegaly
SBF2-AS1,Hypopharyngeal carcinoma
SBF2-AS1,Hypopharyngeal squamous cell carcinoma
SBF2-AS1,Colorectal carcinoma
SBF2-AS1,Neurodegenerative diseases
SBF2-AS1,Osteosarcoma
SBF2-AS1,Cervical cancer
SBF2-AS1,Hepatocellular carcinoma
SBF2-AS1,Prostatic neoplasms
SBF2-AS1,Breast neoplasms
SBF2-AS1,Colorectal cancer
LINC00958,Idiopathic pulmonary fibrosis
LINC00958,Prostate cancer
LINC00958,Melanoma
LINC00958,Glioblastoma
LINC00958,Non-small cell lung cancer
LINC00958,Early hepatocellular carcinoma
LINC00958,Hepatocellular carcinoma
LINC00958,Neuroblastoma
LINC00958,Colorectal cancer
LINC00958,Cardiomegaly
LINC00958,Multiple sclerosis chronic progressive
LINC00958,Gastric cancer
LINC00958,Stomach cancer
LINC00958,Alzheimer disease
LINC00958,Chorea
LINC00958,Parkinson disease
LINC00958,Breast cancer
LINC00958,Breast neoplasms
LINC00958,Squamous cell carcinoma
LINC00958,Vascular diseases
LINC00958,Pancreatic cancer
LINC00958,Multiple sclerosis relapsing-remitting
LINC00958,Relapsing-remitting multiple sclerosis
LINC00958,Ovarian cancer
LINC00958,Ovarian neoplasms
LINC00958,Amyotrophic lateral sclerosis
LINC00958,Osteosarcoma
LINC00958,Lung adenocarcinoma
LINC00958,Thyroid carcinoma
LINC00958,Cervical cancer
LINC00958,Intrahepatic cholangiocarcinoma
LINC00958,Heart failure
LINC00958,Pulmonary hypertension
LINC00958,Multiple myeloma
LINC00958,Lung cancer
LINC00958,Endometrial cancer
LINC00958,Ovary epithelial cancer
LINC00958,Ovarian carcinoma
SNHG1,Rheumatic heart diseases
SNHG1,Spinocerebellar ataxia type 1
SNHG1,Triple negative breast cancer
SNHG1,Prostate cancer
SNHG1,Gastric cancer
SNHG1,Stomach cancer
SNHG1,Urinary bladder cancer
SNHG1,Heart disease
SNHG1,Lung cancer
SNHG1,Breast cancer
SNHG1,Breast neoplasms
SNHG1,Colon cancer
SNHG1,Thyroid adenomas
SNHG1,Glioblastoma
SNHG1,Astrocytoma
SNHG1,Glioma
SNHG1,Malignant glioma
SNHG1,Gallbladder cancer
SNHG1,Osteosarcoma
SNHG1,Non small cell lung carcinoma
SNHG1,Non-small cell lung adenocarcinoma
SNHG1,Non-small cell lung cancer
SNHG1,Bladder transitional cell carcinoma
SNHG1,Early hepatocellular carcinoma
SNHG1,Hepatocellular carcinoma
SNHG1,Neuroblastoma
SNHG1,Acute myeloid leukemia
SNHG1,Colon and rectal adenocarcinoma
SNHG1,Colorectal cancer
SNHG1,Multiple sclerosis chronic progressive
SNHG1,Alzheimer disease
SNHG1,Primary pulmonary hypertension
SNHG1,Squamous cell carcinoma
SNHG1,Melanoma
SNHG1,Multiple sclerosis
SNHG1,Multiple sclerosis relapsing-remitting
SNHG1,Relapsing-remitting multiple sclerosis
SNHG1,Ovarian cancer
SNHG1,Liver cancer
SNHG1,Retinoblastoma
SNHG1,Cardiomegaly
SNHG1,Hypopharyngeal carcinoma
SNHG1,Hypopharyngeal squamous cell carcinoma
SNHG1,Diffuse large b cell lymphoma
SNHG1,Agressive prostate cancer
SNHG1,B-cell malignancy
SNHG1,Bladder cancer
SNHG1,Congenital heart disease
SNHG1,Vascular diseases
SNHG1,Thyroid cancer
SNHG1,Endometrial carcinoma
SNHG1,Ewing sarcoma
SNHG1,Ewing sarcoma family tumor
SNHG1,Coronary artery disease
SNHG1,Pancreatic ductal adenocarcinoma
SNHG1,Cervical squamous cell carcinoma
SNHG1,Lung squamous cell carcinoma
SNHG1,Carcinoma lung non-small-cell
SNHG1,Egfr mutant non-small cell lung cancer
SNHG1,Lung adenocarcinoma
SNHG1,Carcinoma renal cell
SNHG1,Kidney chromophobe
SNHG1,Kidney chromophobe cancer
SNHG1,Renal cell carcinoma
SNHG1,Burkitt lymphoma
SNHG1,Esophageal squamous cell carcinoma
SNHG1,Medulloblastoma
SNHG1,Prostatic neoplasms
SNHG1,Polycystic liver disease
SNHG1,Estrogen-receptor positive breast cancer
SNHG1,Acute promyelocytic leukemia
SNHG1,B-cell chronic lymphocytic leukemia
SNHG1,Chronic lymphocytic leukemia
SNHG1,Endometrial cancer
SNHG1,Pituitary neoplasms
SNHG1,Pancreatic cancer
SNHG1,Malignant melanoma
SNHG1,Amyotrophic lateral sclerosis
SNHG1,Chronic myeloid leukemia
SNHG1,Myeloid leukemia
SNHG1,Multiple myeloma
SNHG1,Myeloma
SNHG1,Encephalitis japanese
SNHG1,Cardiac hypertrophy
SNHG1,Mantle cell lymphoma
SNHG1,Oral squamous cell carcinoma
SNHG1,Malaria
SNHG1,Down syndrome
SNHG1,Cancer
SNHG1,Carcinoma lung non small cell
SNHG1,Heart failure
SNHG1,Juvenile rheumatoid arthritis
SNHG1,Osteoarthritis
SNHG1,Ulcerative colitis
SNHG1,Stroke lacunar
SNHG1,Hereditary spastic paraplegia
SNHG1,Cholangiocarcinoma
SNHG1,Uterine cervical neoplasms
SNHG1,Thyroid carcinoma anaplastic
SNHG1,Carotid stenosis
SNHG1,Colorectal neoplasms
SNHG1,Nasopharyngeal carcinoma
SNHG1,Pheochromocytoma
SNHG1,Paraganglioma
SNHG1,Hirschsprung disease
SNHG1,Adrenocortical cancer
SNHG1,Adrenocortical carcinoma
SNHG1,Schizophrenia
SNHG1,Idiopathic pulmonary fibrosis
SNHG1,Tongue squamous cell carcinoma
SNHG1,Bone disease
SNHG1,Neurofibromatosis 2
SNHG1,Hypertension
SNHG1,Leukemia
SNHG1,Vestibular schwannoma
SNHG1,Uterine fibroid
SNHG1,Kawasaki disease
SNHG1,Tuberous sclerosis
SNHG1,Colon carcinoma
SNHG1,Atherosclerosis
SNHG1,Laryngeal carcinoma
SNHG1,Laryngeal squamous cell carcinoma
SNHG1,Glioblastoma multiforme
SNHG1,Liver neoplasms
SNHG1,Pancreatic adenocarcinoma
SNHG1,Kidney renal clear cell carcinoma
SNHG1,Head and neck squamous cell carcinoma
SNHG1,Cowden disease
SNHG1,Cervical carcinoma
SNHG1,Chronic myelogenous leukemia
SNHG1,Oropharynx cancer
SNHG1,Mouth neoplasms
SNHG1,Cholesteatoma
SNHG1,Diabetes mellitus
SNHG1,Type 2 diabetes mellitus
SNHG1,Brain disease
SNHG1,Hyaloideoretinal degeneration of wagner
SNHG1,Ovarian epithelial cancer
SNHG1,Ovarian epithelial carcinoma
SNHG1,Cicatrix
SNHG1,Inflammation
SNHG1,Brain injury chronic
SNHG1,Liver hepatocellular carcinoma
SNHG1,Brain cancer
SNHG1,Brain neoplasms
SNHG1,Lung neoplasms
SNHG1,Colon neoplasms
SNHG1,Lung fibrosis
SNHG1,Cervical cancer
SNHG1,Diabetes mellitus type 1
SNHG1,Type 1 diabetes mellitus
SNHG1,Esophagus adenocarcinoma
SNHG1,Intrahepatic cholangiocarcinoma
SNHG1,Gastric neoplasms
SNHG1,Ataxia telangiectasia
SNHG1,Pulmonary tuberculosis
SNHG1,Tuberculosis pulmonary
SNHG1,Gastrointestinal neoplasms
SNHG1,Squamous cell carcinoma skin or unspecific
SNHG1,Gastric carcinoma
SNHG1,Stomach carcinoma
SNHG1,Carcinoma hepatocellular
SNHG1,Aortic valve disease
NEAT1,Idiopathic pulmonary fibrosis
NEAT1,Estrogen-receptor positive breast cancer
NEAT1,Prostate cancer
NEAT1,Chronic lymphocytic leukemia
NEAT1,Gastric cancer
NEAT1,Stomach cancer
NEAT1,Sarcoma
NEAT1,Uterine leiomyoma
NEAT1,Lung cancer
NEAT1,Breast cancer
NEAT1,Breast neoplasms
NEAT1,Squamous cell carcinoma
NEAT1,Malignant melanoma
NEAT1,Melanoma
NEAT1,Ovarian cancer
NEAT1,Ovarian neoplasms
NEAT1,Laryngeal cancer
NEAT1,Laryngeal carcinoma
NEAT1,Myoma
NEAT1,Glioblastoma
NEAT1,Lipoma
NEAT1,Amyotrophic lateral sclerosis
NEAT1,Ewing sarcoma
NEAT1,Pancreatic ductal adenocarcinoma
NEAT1,Lafora disease
NEAT1,Carcinoma lung non-small-cell
NEAT1,Non-small cell lung cancer cell
NEAT1,Scleroderma
NEAT1,Cholangiocarcinoma
NEAT1,Adenoma
NEAT1,Early hepatocellular carcinoma
NEAT1,HBV+ hepatocellular carcinoma
NEAT1,Hepatocellular carcinoma
NEAT1,Neuroblastoma
NEAT1,Hodgkin lymphoma
NEAT1,Burkitt lymphoma
NEAT1,Colorectal cancer
NEAT1,Multiple myeloma
NEAT1,Hamartoma
NEAT1,Malignant cholangiocyte
NEAT1,Diffuse large b cell lymphoma
NEAT1,Middle cerebral artery infarction
NEAT1,Myasthenia gravis
NEAT1,Reperfusion injury
NEAT1,Oral squamous cell carcinoma
NEAT1,Stroke
NEAT1,Oestrogen receptor-positive postmenopausal breast cancer
NEAT1,Alzheimer disease
NEAT1,Papillary thyroid carcinoma
NEAT1,Epithelial ovarian cancer
NEAT1,Aldh1+ cancer stem cells
NEAT1,Rheumatic heart diseases
NEAT1,Spinocerebellar ataxia type 1
NEAT1,Triple negative breast cancer
NEAT1,Urinary bladder cancer
NEAT1,Heart disease
NEAT1,Colon cancer
NEAT1,Thyroid adenomas
NEAT1,Astrocytoma
NEAT1,Glioma
NEAT1,Malignant glioma
NEAT1,Gallbladder cancer
NEAT1,Osteosarcoma
NEAT1,Non small cell lung carcinoma
NEAT1,Non-small cell lung adenocarcinoma
NEAT1,Non-small cell lung cancer
NEAT1,Bladder transitional cell carcinoma
NEAT1,Acute myeloid leukemia
NEAT1,Colon and rectal adenocarcinoma
NEAT1,Anencephaly
NEAT1,Neurofibromatosis 1
NEAT1,Pancreatic cancer
NEAT1,Cerebellar disease
NEAT1,Esophageal cancer
NEAT1,Hepatoma
NEAT1,Cardiomegaly
NEAT1,Acute promyelocytic leukemia
NEAT1,Colorectal carcinoma
NEAT1,Prostate neoplasms
NEAT1,Gastric neoplasms
NEAT1,Urinary bladder neoplasms
NEAT1,Head and neck neoplasms
NEAT1,Lung neoplasms
NEAT1,Cancer
NEAT1,Neoplasms
NEAT1,Pituitary neoplasms
NEAT1,Pancreatic neoplasms
NEAT1,Hepatitis c virus infection
NEAT1,Acute kidney injury
NEAT1,Gastrointestinal neoplasms
NEAT1,Gastrointestinal system cancer
NEAT1,Renal clear cell carcinoma
NEAT1,Schizophrenia
NEAT1,Myocardial infarction
NEAT1,Carcinoma hepatocellular
NEAT1,Diabetes mellitus type 2
NEAT1,Type 2 diabetes mellitus
NEAT1,Esophageal squamous cell carcinoma
NEAT1,Cardiovascular disease
NEAT1,Chronic myeloid leukemia
NEAT1,Acute myelocytic leukemia
NEAT1,Abortion spontaneous
NEAT1,Endometriosis of uterus
NEAT1,Malignant peripheral nerve sheath tumor
NEAT1,Uterine cervical neoplasms
NEAT1,Prostatic neoplasms
NEAT1,Inflammatory bowel disease
NEAT1,Multiple sclerosis chronic progressive
NEAT1,Medulloblastoma
NEAT1,Precursor cell lymphoblastic leukemia-lymphoma
NEAT1,Alzheimer disease susceptibility to
NEAT1,Bladder cancer
NEAT1,Seizures
NEAT1,Chorea
NEAT1,Fragile x syndrome
NEAT1,Parkinson disease
NEAT1,Hepatitis C
NEAT1,Multiple sclerosis relapsing-remitting
NEAT1,Relapsing-remitting multiple sclerosis
NEAT1,Teratocarcinoma
NEAT1,Cervical cancer
NEAT1,Uveal melanoma
NEAT1,Progressive supranuclear palsy
NEAT1,Retinoblastoma
NEAT1,Tongue cancer
NEAT1,Nasopharyngeal carcinoma
NEAT1,Leukemia lymphoblastic acute
NEAT1,Cerebellar neurodegeneration
NEAT1,Cholestatic liver injury
NEAT1,Multiple symmetric lipomatosis
NEAT1,Autoimmune thyroiditis
NEAT1,Myeloma
NEAT1,Acute leukemia
NEAT1,Vascular diseases
NEAT1,Lung adenocarcinoma
NEAT1,Head and neck squamous cell carcinoma
NEAT1,Recurrent pregnancy loss
NEAT1,Primary biliary cirrhosis
NEAT1,Endometrial cancer
NEAT1,Laryngeal squamous cell carcinoma
NEAT1,Kidney renal clear cell carcinoma
NEAT1,Renal cell carcinoma
NEAT1,Triple negative sporadic breast cancer
NEAT1,Anaplastic thyroid carcinoma
NEAT1,Osteoporosis
NEAT1,Vogt-koyanagi-harada disease
NEAT1,Tuberous sclerosis
NEAT1,Atherosclerosis
NEAT1,Dermatitis
NEAT1,Chronic obstructive pulmonary disease
NEAT1,Pulmonary hypertension
NEAT1,Juvenile rheumatoid arthritis
NEAT1,Rheumatoid arthritis
NEAT1,Kaposi sarcoma
NEAT1,Encephalitis herpes simplex
NEAT1,Hormone-refractory prostate carcinoma
NEAT1,Huntington disease
NEAT1,Myelofibrosis
NEAT1,Neoplasm residual
NEAT1,Lymphoma non-hodgkin
NEAT1,Non-hodgkin lymphoma
NEAT1,B-cell chronic lymphocytic leukemia
NEAT1,Thyroid cancer
NEAT1,Lesch-nyhan syndrome
NEAT1,Myeloid leukemia
NEAT1,Acute myelogenous leukemia
NEAT1,Graft vs host disease
NEAT1,Keloid
NEAT1,Oral carcinoma
NEAT1,Chronic myelogenous leukemia
NEAT1,Mouth neoplasms
NEAT1,Myasthenia gravis autoimmune experimental
NEAT1,Inflammatory breast neoplasms
NEAT1,Inflammation
NEAT1,Bladder urothelial carcinoma
NEAT1,Chronic kidney disease
NEAT1,Autosomal dominant polycystic kidney disease
NEAT1,Nasopharynx carcinoma
NEAT1,Her2-receptor positive breast cancer
NEAT1,Autoimmune lymphoproliferative syndrome type 4
NEAT1,Endometrial carcinoma
NEAT1,Liver cancer
NEAT1,Diabetic nephropathies
NEAT1,Cardiac hypertrophy
NEAT1,Multiple system atrophy
NEAT1,Epilepsy temporal lobe
NEAT1,Insulinoma
NEAT1,Intrahepatic cholangiocarcinoma
NEAT1,Aortic valve disease
NEAT1,Kidney diseases
NEAT1,Thyroid carcinoma
NEAT1,Heart failure
NEAT1,Pancreatic adenocarcinoma
NEAT1,Thrombocytopenia
NEAT1,Asthma
NEAT1,Pulmonary emphysema
NEAT1,Hand foot and mouth disease
NEAT1,Leukemia
NEAT1,Uterine fibroid
NEAT1,Gastric adenocarcinoma
NEAT1,Diabetes mellitus
NEAT1,Primary pulmonary hypertension
NEAT1,Glomerulosclerosis
NEAT1,Myeloproliferative neoplasm
NEAT1,Myotonic dystrophy
NEAT1,Non-alcoholic fatty liver disease
NEAT1,Nerve degeneration
NEAT1,Neurodegenerative diseases
NEAT1,Prion disease
NEAT1,Lymphoma
NEAT1,Neuroblastoma with 1p36 deletion
NEAT1,Glioblastoma multiforme
NEAT1,Bipolar disorder
NEAT1,Pulmonary fibrosis
NEAT1,Lupus nephritis
NEAT1,Ovarian epithelial cancer
NEAT1,Melioidosis
NEAT1,Colon neoplasms
NEAT1,Adenocarcinoma gastric
NEAT1,Adenocarcinoma lung
NEAT1,Adrenocortical carcinoma
NEAT1,Carcinoma adrenocortical
NEAT1,Salivary gland cancer
NEAT1,Salivary gland neoplasms
NEAT1,Coronary artery disease
NEAT1,Acute myeloid leukemia with mixed lineage leukemia
NEAT1,Hypertension
NEAT1,Disease of metabolism
NEAT1,Metabolic disease
NEAT1,Melas syndrome
NEAT1,Stomach adenocarcinoma
NEAT1,Supranuclear palsy progressive
NEAT1,Liver hepatocellular carcinoma
NEAT1,Myocarditis
NEAT1,Degenerative disc disease
NEAT1,Myotrophin
LINC01537,Multiple symmetric lipomatosis
LINC01537,Glioblastoma
LINC01537,Glioma
