miRNA,disease
hsa-miR-29a-3p,aortic valve disease
hsa-miR-29b-3p,aortic valve disease
hsa-miR-29c-3p,aortic valve disease
hsa-miR-301a-3p,aortic valve disease
hsa-miR-339-5p,aortic valve disease
hsa-miR-3666,aortic valve disease
hsa-miR-370-3p,aortic valve disease
hsa-miR-4295,aortic valve disease
hsa-miR-454-3p,aortic valve disease
hsa-miR-4735-3p,aortic valve disease
hsa-miR-491-5p,aortic valve disease
hsa-miR-519d-3p,aortic valve disease
hsa-miR-599,aortic valve disease
hsa-miR-93-5p,aortic valve disease
hsa-miR-103a-3p,atherosclerosis
hsa-miR-106a-5p,atherosclerosis
hsa-miR-106b-5p,atherosclerosis
hsa-miR-107,atherosclerosis
hsa-miR-130a-3p,atherosclerosis
hsa-miR-130b-3p,atherosclerosis
hsa-miR-138-5p,atherosclerosis
hsa-miR-140-5p,atherosclerosis
hsa-miR-148a-3p,atherosclerosis
hsa-miR-148b-3p,atherosclerosis
hsa-miR-152-3p,atherosclerosis
hsa-miR-17-5p,atherosclerosis
hsa-miR-18a-5p,atherosclerosis
hsa-miR-18b-5p,atherosclerosis
hsa-miR-193a-3p,atherosclerosis
hsa-miR-193b-3p,atherosclerosis
hsa-miR-194-5p,atherosclerosis
hsa-miR-196a-5p,atherosclerosis
hsa-miR-196b-5p,atherosclerosis
hsa-miR-19a-3p,atherosclerosis
hsa-miR-19b-3p,atherosclerosis
hsa-miR-20a-5p,atherosclerosis
hsa-miR-20b-5p,atherosclerosis
hsa-miR-216b-5p,atherosclerosis
hsa-miR-29a-3p,atherosclerosis
hsa-miR-29b-3p,atherosclerosis
hsa-miR-29c-3p,atherosclerosis
hsa-miR-301a-3p,atherosclerosis
hsa-miR-3666,atherosclerosis
hsa-miR-370-3p,atherosclerosis
hsa-miR-4295,atherosclerosis
hsa-miR-454-3p,atherosclerosis
hsa-miR-4735-3p,atherosclerosis
hsa-miR-491-5p,atherosclerosis
hsa-miR-519d-3p,atherosclerosis
hsa-miR-599,atherosclerosis
hsa-miR-93-5p,atherosclerosis
hsa-miR-103a-3p,bladder carcinoma
hsa-miR-106a-5p,bladder carcinoma
hsa-miR-106b-5p,bladder carcinoma
hsa-miR-107,bladder carcinoma
hsa-miR-130a-3p,bladder carcinoma
hsa-miR-130b-3p,bladder carcinoma
hsa-miR-138-5p,bladder carcinoma
hsa-miR-140-5p,bladder carcinoma
hsa-miR-148a-3p,bladder carcinoma
hsa-miR-148b-3p,bladder carcinoma
hsa-miR-152-3p,bladder carcinoma
hsa-miR-17-5p,bladder carcinoma
hsa-miR-193a-3p,bladder carcinoma
hsa-miR-193b-3p,bladder carcinoma
hsa-miR-194-5p,bladder carcinoma
hsa-miR-19a-3p,bladder carcinoma
hsa-miR-19b-3p,bladder carcinoma
hsa-miR-20a-5p,bladder carcinoma
hsa-miR-20b-5p,bladder carcinoma
hsa-miR-216b-5p,bladder carcinoma
hsa-miR-301a-3p,bladder carcinoma
hsa-miR-339-5p,bladder carcinoma
hsa-miR-3666,bladder carcinoma
hsa-miR-370-3p,bladder carcinoma
hsa-miR-4295,bladder carcinoma
hsa-miR-454-3p,bladder carcinoma
hsa-miR-491-5p,bladder carcinoma
hsa-miR-519d-3p,bladder carcinoma
hsa-miR-93-5p,bladder carcinoma
hsa-miR-103a-3p,breast adenocarcinoma
hsa-miR-106a-5p,breast adenocarcinoma
hsa-miR-106b-5p,breast adenocarcinoma
hsa-miR-107,breast adenocarcinoma
hsa-miR-130a-3p,breast adenocarcinoma
hsa-miR-130b-3p,breast adenocarcinoma
hsa-miR-138-5p,breast adenocarcinoma
hsa-miR-140-5p,breast adenocarcinoma
hsa-miR-148a-3p,breast adenocarcinoma
hsa-miR-148b-3p,breast adenocarcinoma
hsa-miR-152-3p,breast adenocarcinoma
hsa-miR-17-5p,breast adenocarcinoma
hsa-miR-18a-5p,breast adenocarcinoma
hsa-miR-18b-5p,breast adenocarcinoma
hsa-miR-193a-3p,breast adenocarcinoma
hsa-miR-193b-3p,breast adenocarcinoma
hsa-miR-194-5p,breast adenocarcinoma
hsa-miR-196a-5p,breast adenocarcinoma
hsa-miR-196b-5p,breast adenocarcinoma
hsa-miR-19a-3p,breast adenocarcinoma
hsa-miR-19b-3p,breast adenocarcinoma
hsa-miR-20a-5p,breast adenocarcinoma
hsa-miR-20b-5p,breast adenocarcinoma
hsa-miR-216b-5p,breast adenocarcinoma
hsa-miR-29a-3p,breast adenocarcinoma
hsa-miR-29b-3p,breast adenocarcinoma
hsa-miR-29c-3p,breast adenocarcinoma
hsa-miR-301a-3p,breast adenocarcinoma
hsa-miR-339-5p,breast adenocarcinoma
hsa-miR-3666,breast adenocarcinoma
hsa-miR-370-3p,breast adenocarcinoma
hsa-miR-4295,breast adenocarcinoma
hsa-miR-454-3p,breast adenocarcinoma
hsa-miR-4735-3p,breast adenocarcinoma
hsa-miR-491-5p,breast adenocarcinoma
hsa-miR-519d-3p,breast adenocarcinoma
hsa-miR-599,breast adenocarcinoma
hsa-miR-93-5p,breast adenocarcinoma
hsa-miR-106a-5p,breast cancer
hsa-miR-106b-5p,breast cancer
hsa-miR-130a-3p,breast cancer
hsa-miR-130b-3p,breast cancer
hsa-miR-138-5p,breast cancer
hsa-miR-140-5p,breast cancer
hsa-miR-148a-3p,breast cancer
hsa-miR-148b-3p,breast cancer
hsa-miR-152-3p,breast cancer
hsa-miR-17-5p,breast cancer
hsa-miR-194-5p,breast cancer
hsa-miR-19a-3p,breast cancer
hsa-miR-19b-3p,breast cancer
hsa-miR-20a-5p,breast cancer
hsa-miR-20b-5p,breast cancer
hsa-miR-216b-5p,breast cancer
hsa-miR-301a-3p,breast cancer
hsa-miR-3666,breast cancer
hsa-miR-370-3p,breast cancer
hsa-miR-4295,breast cancer
hsa-miR-454-3p,breast cancer
hsa-miR-491-5p,breast cancer
hsa-miR-519d-3p,breast cancer
hsa-miR-599,breast cancer
hsa-miR-93-5p,breast cancer
hsa-miR-106a-5p,cancer
hsa-miR-106b-5p,cancer
hsa-miR-130a-3p,cancer
hsa-miR-130b-3p,cancer
hsa-miR-138-5p,cancer
hsa-miR-140-5p,cancer
hsa-miR-148a-3p,cancer
hsa-miR-148b-3p,cancer
hsa-miR-152-3p,cancer
hsa-miR-17-5p,cancer
hsa-miR-194-5p,cancer
hsa-miR-19a-3p,cancer
hsa-miR-19b-3p,cancer
hsa-miR-20a-5p,cancer
hsa-miR-20b-5p,cancer
hsa-miR-216b-5p,cancer
hsa-miR-301a-3p,cancer
hsa-miR-3666,cancer
hsa-miR-370-3p,cancer
hsa-miR-4295,cancer
hsa-miR-454-3p,cancer
hsa-miR-491-5p,cancer
hsa-miR-519d-3p,cancer
hsa-miR-599,cancer
hsa-miR-93-5p,cancer
hsa-miR-103a-3p,central nervous system disease
hsa-miR-106a-5p,central nervous system disease
hsa-miR-106b-5p,central nervous system disease
hsa-miR-107,central nervous system disease
hsa-miR-130a-3p,central nervous system disease
hsa-miR-130b-3p,central nervous system disease
hsa-miR-138-5p,central nervous system disease
hsa-miR-140-5p,central nervous system disease
hsa-miR-148a-3p,central nervous system disease
hsa-miR-148b-3p,central nervous system disease
hsa-miR-152-3p,central nervous system disease
hsa-miR-17-5p,central nervous system disease
hsa-miR-18a-5p,central nervous system disease
hsa-miR-18b-5p,central nervous system disease
hsa-miR-193a-3p,central nervous system disease
hsa-miR-193b-3p,central nervous system disease
hsa-miR-194-5p,central nervous system disease
hsa-miR-196a-5p,central nervous system disease
hsa-miR-196b-5p,central nervous system disease
hsa-miR-19a-3p,central nervous system disease
hsa-miR-19b-3p,central nervous system disease
hsa-miR-20a-5p,central nervous system disease
hsa-miR-20b-5p,central nervous system disease
hsa-miR-216b-5p,central nervous system disease
hsa-miR-29a-3p,central nervous system disease
hsa-miR-29b-3p,central nervous system disease
hsa-miR-29c-3p,central nervous system disease
hsa-miR-301a-3p,central nervous system disease
hsa-miR-339-5p,central nervous system disease
hsa-miR-3666,central nervous system disease
hsa-miR-370-3p,central nervous system disease
hsa-miR-4295,central nervous system disease
hsa-miR-454-3p,central nervous system disease
hsa-miR-4735-3p,central nervous system disease
hsa-miR-491-5p,central nervous system disease
hsa-miR-519d-3p,central nervous system disease
hsa-miR-599,central nervous system disease
hsa-miR-93-5p,central nervous system disease
hsa-miR-103a-3p,cervical cancer
hsa-miR-106a-5p,cervical cancer
hsa-miR-106b-5p,cervical cancer
hsa-miR-107,cervical cancer
hsa-miR-130a-3p,cervical cancer
hsa-miR-130b-3p,cervical cancer
hsa-miR-138-5p,cervical cancer
hsa-miR-140-5p,cervical cancer
hsa-miR-148a-3p,cervical cancer
hsa-miR-148b-3p,cervical cancer
hsa-miR-152-3p,cervical cancer
hsa-miR-17-5p,cervical cancer
hsa-miR-193a-3p,cervical cancer
hsa-miR-193b-3p,cervical cancer
hsa-miR-194-5p,cervical cancer
hsa-miR-19a-3p,cervical cancer
hsa-miR-19b-3p,cervical cancer
hsa-miR-20a-5p,cervical cancer
hsa-miR-20b-5p,cervical cancer
hsa-miR-216b-5p,cervical cancer
hsa-miR-301a-3p,cervical cancer
hsa-miR-3666,cervical cancer
hsa-miR-370-3p,cervical cancer
hsa-miR-4295,cervical cancer
hsa-miR-454-3p,cervical cancer
hsa-miR-491-5p,cervical cancer
hsa-miR-519d-3p,cervical cancer
hsa-miR-599,cervical cancer
hsa-miR-93-5p,cervical cancer
hsa-miR-103a-3p,cholangiocarcinoma
hsa-miR-106a-5p,cholangiocarcinoma
hsa-miR-106b-5p,cholangiocarcinoma
hsa-miR-107,cholangiocarcinoma
hsa-miR-130a-3p,cholangiocarcinoma
hsa-miR-130b-3p,cholangiocarcinoma
hsa-miR-138-5p,cholangiocarcinoma
hsa-miR-140-5p,cholangiocarcinoma
hsa-miR-148a-3p,cholangiocarcinoma
hsa-miR-148b-3p,cholangiocarcinoma
hsa-miR-152-3p,cholangiocarcinoma
hsa-miR-17-5p,cholangiocarcinoma
hsa-miR-18a-5p,cholangiocarcinoma
hsa-miR-18b-5p,cholangiocarcinoma
hsa-miR-193a-3p,cholangiocarcinoma
hsa-miR-193b-3p,cholangiocarcinoma
hsa-miR-194-5p,cholangiocarcinoma
hsa-miR-196a-5p,cholangiocarcinoma
hsa-miR-196b-5p,cholangiocarcinoma
hsa-miR-19a-3p,cholangiocarcinoma
hsa-miR-19b-3p,cholangiocarcinoma
hsa-miR-20a-5p,cholangiocarcinoma
hsa-miR-20b-5p,cholangiocarcinoma
hsa-miR-216b-5p,cholangiocarcinoma
hsa-miR-29a-3p,cholangiocarcinoma
hsa-miR-29b-3p,cholangiocarcinoma
hsa-miR-29c-3p,cholangiocarcinoma
hsa-miR-301a-3p,cholangiocarcinoma
hsa-miR-339-5p,cholangiocarcinoma
hsa-miR-3666,cholangiocarcinoma
hsa-miR-370-3p,cholangiocarcinoma
hsa-miR-4295,cholangiocarcinoma
hsa-miR-454-3p,cholangiocarcinoma
hsa-miR-4735-3p,cholangiocarcinoma
hsa-miR-491-5p,cholangiocarcinoma
hsa-miR-519d-3p,cholangiocarcinoma
hsa-miR-599,cholangiocarcinoma
hsa-miR-93-5p,cholangiocarcinoma
hsa-miR-103a-3p,choriocarcinoma
hsa-miR-106a-5p,choriocarcinoma
hsa-miR-106b-5p,choriocarcinoma
hsa-miR-107,choriocarcinoma
hsa-miR-130a-3p,choriocarcinoma
hsa-miR-130b-3p,choriocarcinoma
hsa-miR-138-5p,choriocarcinoma
hsa-miR-140-5p,choriocarcinoma
hsa-miR-148a-3p,choriocarcinoma
hsa-miR-148b-3p,choriocarcinoma
hsa-miR-152-3p,choriocarcinoma
hsa-miR-17-5p,choriocarcinoma
hsa-miR-18a-5p,choriocarcinoma
hsa-miR-18b-5p,choriocarcinoma
hsa-miR-193a-3p,choriocarcinoma
hsa-miR-193b-3p,choriocarcinoma
hsa-miR-194-5p,choriocarcinoma
hsa-miR-196a-5p,choriocarcinoma
hsa-miR-196b-5p,choriocarcinoma
hsa-miR-19a-3p,choriocarcinoma
hsa-miR-19b-3p,choriocarcinoma
hsa-miR-20a-5p,choriocarcinoma
hsa-miR-20b-5p,choriocarcinoma
hsa-miR-216b-5p,choriocarcinoma
hsa-miR-29a-3p,choriocarcinoma
hsa-miR-29b-3p,choriocarcinoma
hsa-miR-29c-3p,choriocarcinoma
hsa-miR-301a-3p,choriocarcinoma
hsa-miR-339-5p,choriocarcinoma
hsa-miR-3666,choriocarcinoma
hsa-miR-370-3p,choriocarcinoma
hsa-miR-4295,choriocarcinoma
hsa-miR-454-3p,choriocarcinoma
hsa-miR-4735-3p,choriocarcinoma
hsa-miR-491-5p,choriocarcinoma
hsa-miR-519d-3p,choriocarcinoma
hsa-miR-599,choriocarcinoma
hsa-miR-93-5p,choriocarcinoma
hsa-miR-103a-3p,chronic myeloid leukemia
hsa-miR-106a-5p,chronic myeloid leukemia
hsa-miR-106b-5p,chronic myeloid leukemia
hsa-miR-107,chronic myeloid leukemia
hsa-miR-130a-3p,chronic myeloid leukemia
hsa-miR-130b-3p,chronic myeloid leukemia
hsa-miR-138-5p,chronic myeloid leukemia
hsa-miR-140-5p,chronic myeloid leukemia
hsa-miR-148a-3p,chronic myeloid leukemia
hsa-miR-148b-3p,chronic myeloid leukemia
hsa-miR-152-3p,chronic myeloid leukemia
hsa-miR-17-5p,chronic myeloid leukemia
hsa-miR-18a-5p,chronic myeloid leukemia
hsa-miR-18b-5p,chronic myeloid leukemia
hsa-miR-193a-3p,chronic myeloid leukemia
hsa-miR-193b-3p,chronic myeloid leukemia
hsa-miR-194-5p,chronic myeloid leukemia
hsa-miR-196a-5p,chronic myeloid leukemia
hsa-miR-196b-5p,chronic myeloid leukemia
hsa-miR-19a-3p,chronic myeloid leukemia
hsa-miR-19b-3p,chronic myeloid leukemia
hsa-miR-20a-5p,chronic myeloid leukemia
hsa-miR-20b-5p,chronic myeloid leukemia
hsa-miR-216b-5p,chronic myeloid leukemia
hsa-miR-29a-3p,chronic myeloid leukemia
hsa-miR-29b-3p,chronic myeloid leukemia
hsa-miR-29c-3p,chronic myeloid leukemia
hsa-miR-301a-3p,chronic myeloid leukemia
hsa-miR-339-5p,chronic myeloid leukemia
hsa-miR-3666,chronic myeloid leukemia
hsa-miR-370-3p,chronic myeloid leukemia
hsa-miR-4295,chronic myeloid leukemia
hsa-miR-454-3p,chronic myeloid leukemia
hsa-miR-4735-3p,chronic myeloid leukemia
hsa-miR-491-5p,chronic myeloid leukemia
hsa-miR-519d-3p,chronic myeloid leukemia
hsa-miR-599,chronic myeloid leukemia
hsa-miR-93-5p,chronic myeloid leukemia
hsa-miR-106a-5p,colon cancer
hsa-miR-106b-5p,colon cancer
hsa-miR-130a-3p,colon cancer
hsa-miR-130b-3p,colon cancer
hsa-miR-138-5p,colon cancer
hsa-miR-140-5p,colon cancer
hsa-miR-148a-3p,colon cancer
hsa-miR-148b-3p,colon cancer
hsa-miR-152-3p,colon cancer
hsa-miR-17-5p,colon cancer
hsa-miR-18a-5p,colon cancer
hsa-miR-18b-5p,colon cancer
hsa-miR-194-5p,colon cancer
hsa-miR-196a-5p,colon cancer
hsa-miR-196b-5p,colon cancer
hsa-miR-19a-3p,colon cancer
hsa-miR-19b-3p,colon cancer
hsa-miR-20a-5p,colon cancer
hsa-miR-20b-5p,colon cancer
hsa-miR-216b-5p,colon cancer
hsa-miR-29a-3p,colon cancer
hsa-miR-29b-3p,colon cancer
hsa-miR-29c-3p,colon cancer
hsa-miR-301a-3p,colon cancer
hsa-miR-339-5p,colon cancer
hsa-miR-3666,colon cancer
hsa-miR-370-3p,colon cancer
hsa-miR-4295,colon cancer
hsa-miR-454-3p,colon cancer
hsa-miR-4735-3p,colon cancer
hsa-miR-491-5p,colon cancer
hsa-miR-519d-3p,colon cancer
hsa-miR-599,colon cancer
hsa-miR-93-5p,colon cancer
hsa-miR-103a-3p,colon carcinoma
hsa-miR-106a-5p,colon carcinoma
hsa-miR-106b-5p,colon carcinoma
hsa-miR-107,colon carcinoma
hsa-miR-130a-3p,colon carcinoma
hsa-miR-130b-3p,colon carcinoma
hsa-miR-138-5p,colon carcinoma
hsa-miR-140-5p,colon carcinoma
hsa-miR-148a-3p,colon carcinoma
hsa-miR-148b-3p,colon carcinoma
hsa-miR-152-3p,colon carcinoma
hsa-miR-17-5p,colon carcinoma
hsa-miR-18a-5p,colon carcinoma
hsa-miR-18b-5p,colon carcinoma
hsa-miR-193a-3p,colon carcinoma
hsa-miR-193b-3p,colon carcinoma
hsa-miR-194-5p,colon carcinoma
hsa-miR-196a-5p,colon carcinoma
hsa-miR-196b-5p,colon carcinoma
hsa-miR-19a-3p,colon carcinoma
hsa-miR-19b-3p,colon carcinoma
hsa-miR-20a-5p,colon carcinoma
hsa-miR-20b-5p,colon carcinoma
hsa-miR-216b-5p,colon carcinoma
hsa-miR-29a-3p,colon carcinoma
hsa-miR-29b-3p,colon carcinoma
hsa-miR-29c-3p,colon carcinoma
hsa-miR-301a-3p,colon carcinoma
hsa-miR-339-5p,colon carcinoma
hsa-miR-3666,colon carcinoma
hsa-miR-370-3p,colon carcinoma
hsa-miR-4295,colon carcinoma
hsa-miR-454-3p,colon carcinoma
hsa-miR-4735-3p,colon carcinoma
hsa-miR-491-5p,colon carcinoma
hsa-miR-519d-3p,colon carcinoma
hsa-miR-599,colon carcinoma
hsa-miR-93-5p,colon carcinoma
hsa-miR-106a-5p,colorectal cancer
hsa-miR-106b-5p,colorectal cancer
hsa-miR-130a-3p,colorectal cancer
hsa-miR-130b-3p,colorectal cancer
hsa-miR-138-5p,colorectal cancer
hsa-miR-140-5p,colorectal cancer
hsa-miR-148a-3p,colorectal cancer
hsa-miR-148b-3p,colorectal cancer
hsa-miR-152-3p,colorectal cancer
hsa-miR-17-5p,colorectal cancer
hsa-miR-194-5p,colorectal cancer
hsa-miR-19a-3p,colorectal cancer
hsa-miR-19b-3p,colorectal cancer
hsa-miR-20a-5p,colorectal cancer
hsa-miR-20b-5p,colorectal cancer
hsa-miR-216b-5p,colorectal cancer
hsa-miR-301a-3p,colorectal cancer
hsa-miR-3666,colorectal cancer
hsa-miR-370-3p,colorectal cancer
hsa-miR-4295,colorectal cancer
hsa-miR-454-3p,colorectal cancer
hsa-miR-491-5p,colorectal cancer
hsa-miR-519d-3p,colorectal cancer
hsa-miR-93-5p,colorectal cancer
hsa-miR-103a-3p,coronary artery disease
hsa-miR-106a-5p,coronary artery disease
hsa-miR-106b-5p,coronary artery disease
hsa-miR-107,coronary artery disease
hsa-miR-130a-3p,coronary artery disease
hsa-miR-130b-3p,coronary artery disease
hsa-miR-138-5p,coronary artery disease
hsa-miR-140-5p,coronary artery disease
hsa-miR-148a-3p,coronary artery disease
hsa-miR-148b-3p,coronary artery disease
hsa-miR-152-3p,coronary artery disease
hsa-miR-17-5p,coronary artery disease
hsa-miR-193a-3p,coronary artery disease
hsa-miR-193b-3p,coronary artery disease
hsa-miR-194-5p,coronary artery disease
hsa-miR-19a-3p,coronary artery disease
hsa-miR-19b-3p,coronary artery disease
hsa-miR-20a-5p,coronary artery disease
hsa-miR-20b-5p,coronary artery disease
hsa-miR-216b-5p,coronary artery disease
hsa-miR-301a-3p,coronary artery disease
hsa-miR-3666,coronary artery disease
hsa-miR-370-3p,coronary artery disease
hsa-miR-4295,coronary artery disease
hsa-miR-454-3p,coronary artery disease
hsa-miR-491-5p,coronary artery disease
hsa-miR-519d-3p,coronary artery disease
hsa-miR-599,coronary artery disease
hsa-miR-93-5p,coronary artery disease
hsa-miR-103a-3p,embryonal carcinoma
hsa-miR-106a-5p,embryonal carcinoma
hsa-miR-106b-5p,embryonal carcinoma
hsa-miR-107,embryonal carcinoma
hsa-miR-130a-3p,embryonal carcinoma
hsa-miR-130b-3p,embryonal carcinoma
hsa-miR-138-5p,embryonal carcinoma
hsa-miR-140-5p,embryonal carcinoma
hsa-miR-148a-3p,embryonal carcinoma
hsa-miR-148b-3p,embryonal carcinoma
hsa-miR-152-3p,embryonal carcinoma
hsa-miR-17-5p,embryonal carcinoma
hsa-miR-18a-5p,embryonal carcinoma
hsa-miR-18b-5p,embryonal carcinoma
hsa-miR-193a-3p,embryonal carcinoma
hsa-miR-193b-3p,embryonal carcinoma
hsa-miR-194-5p,embryonal carcinoma
hsa-miR-196a-5p,embryonal carcinoma
hsa-miR-196b-5p,embryonal carcinoma
hsa-miR-19a-3p,embryonal carcinoma
hsa-miR-19b-3p,embryonal carcinoma
hsa-miR-20a-5p,embryonal carcinoma
hsa-miR-20b-5p,embryonal carcinoma
hsa-miR-216b-5p,embryonal carcinoma
hsa-miR-29a-3p,embryonal carcinoma
hsa-miR-29b-3p,embryonal carcinoma
hsa-miR-29c-3p,embryonal carcinoma
hsa-miR-301a-3p,embryonal carcinoma
hsa-miR-339-5p,embryonal carcinoma
hsa-miR-3666,embryonal carcinoma
hsa-miR-370-3p,embryonal carcinoma
hsa-miR-4295,embryonal carcinoma
hsa-miR-454-3p,embryonal carcinoma
hsa-miR-4735-3p,embryonal carcinoma
hsa-miR-491-5p,embryonal carcinoma
hsa-miR-519d-3p,embryonal carcinoma
hsa-miR-599,embryonal carcinoma
hsa-miR-93-5p,embryonal carcinoma
hsa-miR-103a-3p,endometrial cancer
hsa-miR-106a-5p,endometrial cancer
hsa-miR-106b-5p,endometrial cancer
hsa-miR-107,endometrial cancer
hsa-miR-130a-3p,endometrial cancer
hsa-miR-130b-3p,endometrial cancer
hsa-miR-138-5p,endometrial cancer
hsa-miR-140-5p,endometrial cancer
hsa-miR-148a-3p,endometrial cancer
hsa-miR-148b-3p,endometrial cancer
hsa-miR-152-3p,endometrial cancer
hsa-miR-17-5p,endometrial cancer
hsa-miR-193a-3p,endometrial cancer
hsa-miR-193b-3p,endometrial cancer
hsa-miR-194-5p,endometrial cancer
hsa-miR-196a-5p,endometrial cancer
hsa-miR-196b-5p,endometrial cancer
hsa-miR-19a-3p,endometrial cancer
hsa-miR-19b-3p,endometrial cancer
hsa-miR-20a-5p,endometrial cancer
hsa-miR-20b-5p,endometrial cancer
hsa-miR-216b-5p,endometrial cancer
hsa-miR-29a-3p,endometrial cancer
hsa-miR-29b-3p,endometrial cancer
hsa-miR-29c-3p,endometrial cancer
hsa-miR-301a-3p,endometrial cancer
hsa-miR-339-5p,endometrial cancer
hsa-miR-3666,endometrial cancer
hsa-miR-370-3p,endometrial cancer
hsa-miR-4295,endometrial cancer
hsa-miR-454-3p,endometrial cancer
hsa-miR-491-5p,endometrial cancer
hsa-miR-519d-3p,endometrial cancer
hsa-miR-599,endometrial cancer
hsa-miR-93-5p,endometrial cancer
hsa-miR-103a-3p,endometriosis
hsa-miR-106a-5p,endometriosis
hsa-miR-106b-5p,endometriosis
hsa-miR-107,endometriosis
hsa-miR-130a-3p,endometriosis
hsa-miR-130b-3p,endometriosis
hsa-miR-138-5p,endometriosis
hsa-miR-140-5p,endometriosis
hsa-miR-148a-3p,endometriosis
hsa-miR-148b-3p,endometriosis
hsa-miR-152-3p,endometriosis
hsa-miR-17-5p,endometriosis
hsa-miR-18a-5p,endometriosis
hsa-miR-18b-5p,endometriosis
hsa-miR-193a-3p,endometriosis
hsa-miR-193b-3p,endometriosis
hsa-miR-194-5p,endometriosis
hsa-miR-196a-5p,endometriosis
hsa-miR-196b-5p,endometriosis
hsa-miR-19a-3p,endometriosis
hsa-miR-19b-3p,endometriosis
hsa-miR-20a-5p,endometriosis
hsa-miR-20b-5p,endometriosis
hsa-miR-216b-5p,endometriosis
hsa-miR-29a-3p,endometriosis
hsa-miR-29b-3p,endometriosis
hsa-miR-29c-3p,endometriosis
hsa-miR-301a-3p,endometriosis
hsa-miR-3666,endometriosis
hsa-miR-370-3p,endometriosis
hsa-miR-4295,endometriosis
hsa-miR-454-3p,endometriosis
hsa-miR-4735-3p,endometriosis
hsa-miR-491-5p,endometriosis
hsa-miR-519d-3p,endometriosis
hsa-miR-599,endometriosis
hsa-miR-93-5p,endometriosis
hsa-miR-103a-3p,esophageal cancer
hsa-miR-106a-5p,esophageal cancer
hsa-miR-106b-5p,esophageal cancer
hsa-miR-107,esophageal cancer
hsa-miR-130a-3p,esophageal cancer
hsa-miR-130b-3p,esophageal cancer
hsa-miR-138-5p,esophageal cancer
hsa-miR-140-5p,esophageal cancer
hsa-miR-148a-3p,esophageal cancer
hsa-miR-148b-3p,esophageal cancer
hsa-miR-152-3p,esophageal cancer
hsa-miR-17-5p,esophageal cancer
hsa-miR-193a-3p,esophageal cancer
hsa-miR-193b-3p,esophageal cancer
hsa-miR-194-5p,esophageal cancer
hsa-miR-19a-3p,esophageal cancer
hsa-miR-19b-3p,esophageal cancer
hsa-miR-20a-5p,esophageal cancer
hsa-miR-20b-5p,esophageal cancer
hsa-miR-216b-5p,esophageal cancer
hsa-miR-301a-3p,esophageal cancer
hsa-miR-3666,esophageal cancer
hsa-miR-370-3p,esophageal cancer
hsa-miR-4295,esophageal cancer
hsa-miR-454-3p,esophageal cancer
hsa-miR-491-5p,esophageal cancer
hsa-miR-519d-3p,esophageal cancer
hsa-miR-599,esophageal cancer
hsa-miR-93-5p,esophageal cancer
hsa-miR-106a-5p,gallbladder cancer
hsa-miR-106b-5p,gallbladder cancer
hsa-miR-130a-3p,gallbladder cancer
hsa-miR-130b-3p,gallbladder cancer
hsa-miR-138-5p,gallbladder cancer
hsa-miR-140-5p,gallbladder cancer
hsa-miR-148a-3p,gallbladder cancer
hsa-miR-148b-3p,gallbladder cancer
hsa-miR-152-3p,gallbladder cancer
hsa-miR-17-5p,gallbladder cancer
hsa-miR-194-5p,gallbladder cancer
hsa-miR-196a-5p,gallbladder cancer
hsa-miR-196b-5p,gallbladder cancer
hsa-miR-19a-3p,gallbladder cancer
hsa-miR-19b-3p,gallbladder cancer
hsa-miR-20a-5p,gallbladder cancer
hsa-miR-20b-5p,gallbladder cancer
hsa-miR-216b-5p,gallbladder cancer
hsa-miR-29a-3p,gallbladder cancer
hsa-miR-29b-3p,gallbladder cancer
hsa-miR-29c-3p,gallbladder cancer
hsa-miR-301a-3p,gallbladder cancer
hsa-miR-3666,gallbladder cancer
hsa-miR-370-3p,gallbladder cancer
hsa-miR-4295,gallbladder cancer
hsa-miR-454-3p,gallbladder cancer
hsa-miR-491-5p,gallbladder cancer
hsa-miR-519d-3p,gallbladder cancer
hsa-miR-599,gallbladder cancer
hsa-miR-93-5p,gallbladder cancer
hsa-miR-103a-3p,gastric adenocarcinoma
hsa-miR-106a-5p,gastric adenocarcinoma
hsa-miR-106b-5p,gastric adenocarcinoma
hsa-miR-107,gastric adenocarcinoma
hsa-miR-130a-3p,gastric adenocarcinoma
hsa-miR-130b-3p,gastric adenocarcinoma
hsa-miR-138-5p,gastric adenocarcinoma
hsa-miR-140-5p,gastric adenocarcinoma
hsa-miR-148a-3p,gastric adenocarcinoma
hsa-miR-148b-3p,gastric adenocarcinoma
hsa-miR-152-3p,gastric adenocarcinoma
hsa-miR-17-5p,gastric adenocarcinoma
hsa-miR-18a-5p,gastric adenocarcinoma
hsa-miR-18b-5p,gastric adenocarcinoma
hsa-miR-193a-3p,gastric adenocarcinoma
hsa-miR-193b-3p,gastric adenocarcinoma
hsa-miR-194-5p,gastric adenocarcinoma
hsa-miR-196a-5p,gastric adenocarcinoma
hsa-miR-196b-5p,gastric adenocarcinoma
hsa-miR-19a-3p,gastric adenocarcinoma
hsa-miR-19b-3p,gastric adenocarcinoma
hsa-miR-20a-5p,gastric adenocarcinoma
hsa-miR-20b-5p,gastric adenocarcinoma
hsa-miR-216b-5p,gastric adenocarcinoma
hsa-miR-29a-3p,gastric adenocarcinoma
hsa-miR-29b-3p,gastric adenocarcinoma
hsa-miR-29c-3p,gastric adenocarcinoma
hsa-miR-301a-3p,gastric adenocarcinoma
